author,bookImage,bookname,classno,isbn,loanCnt,publication_year,publisher
이신애, http://image.aladin.co.kr/product/3954/19/cover/8925552655_2.jpg,잠수네 프리스쿨 영어공부법,740,9788925552651,1095,2014, RHK(알에이치코리아)
이신애, http://image.aladin.co.kr/product/5316/95/cover/8925555557_2.jpg,"잠수네 초등 1, 2학년 공부법",375,9788925555553,1227,2015, RHK(알에이치코리아)
로리, http://image.aladin.co.kr/product/7178/18/cover/s262532660_1.jpg,똑게육아 =내 아이에게 '꿀잠' 선물하기 프로젝트 /Smart & lazy motherhood consulting,598,9788954639002,38,2015, 문학동네
이임숙, http://image.aladin.co.kr/product/5614/22/cover/6000836020_2.jpg,엄마의 말공부,378,9791185952123,1140,2015, 카시오페아
전은주, http://image.aladin.co.kr/product/10642/90/cover/8956055610_1.jpg,영어 그림책의 기적,740,9788956055619,1080,2017, 북하우스퍼블리셔스
파멜라드러커맨, https://bookthumb-phinf.pstatic.net/cover/071/703/07170355.jpg?type=m1&udate=20170801,프랑스 아이처럼,598,9788928615360,42,2012, 북하이브
존가트맨, http://image.aladin.co.kr/product/866/1/cover/8947527890_1.jpg,(존 가트맨·최성애 박사의) 내 아이를 위한 감정코칭,598,9788947527897,1035,2011, 한국경제신문 한경BP
김유라, https://bookthumb-phinf.pstatic.net/cover/112/133/11213309.jpg?type=m1&udate=20170315,나는 마트 대신 부동산에 간다,327,9788947541473,1592,2016, 한경BP
법륜, https://bookthumb-phinf.pstatic.net/cover/067/454/06745420.jpg?type=m1&udate=20180511,엄마 수업,598,9788984315112,967,2011, 한겨례출판
사토와키코, https://bookthumb-phinf.pstatic.net/cover/001/824/00182437.jpg?type=m1&udate=20130805,도깨비를 빨아 버린 우리 엄마,0,9788970940199,1257,1991, 한림출판사
송미경, http://image.aladin.co.kr/product/10926/18/cover/895277843x_1.jpg,스스로 마음을 지키는 아이,598,9788952778437,414,2017, 시공사
백희나, https://bookthumb-phinf.pstatic.net/cover/134/460/13446004.jpg?type=m1&udate=20180731,이상한 손님,0,9791158360801,1775,2018, 책읽는곰
소유진, http://image.aladin.co.kr/product/7779/28/cover/k472434126_1.jpg,소유진의 엄마도 아이도 즐거운 이유식 =So Yujin's homemade baby food,594,9791186978665,27,2016, 길벗
누리보듬, http://image.aladin.co.kr/product/13356/38/cover/k612532904_1.jpg,엄마표 영어 이제 시작합니다,740,9791188700073,1424,2018, 청림출판
오가와다이스케, http://image.aladin.co.kr/product/13095/19/cover/k182532092_1.jpg,거실 공부의 마법,598,9791196012748,1013,2018, 에이스컨프로
이지영, http://image.aladin.co.kr/product/10630/42/cover/k542530846_2.jpg,"엄마의 첫 부동산 공부 - 내 집 마련부터 꼬마 월세까지, 이 책 한 권으로 따라 한다",0,9791130611778,1082,2017, 다산3.0
유수진, http://image.aladin.co.kr/product/10951/42/cover/8984076260_1.jpg,부자언니 부자연습,327,9788984076266,1206,2017, 세종서적
안녕달, http://image.aladin.co.kr/product/10676/46/cover/k082530548_1.jpg,왜냐면…,0,9791158360382,1084,2017, 책읽는곰
새벽달, https://bookthumb-phinf.pstatic.net/cover/122/984/12298436.jpg?type=m1&udate=20170829,(말하기·쓰기 능력을 끌어올리는 새벽달의) 엄마표 영어 17년 실전노트,740,9788997195992,912,2017, 청림출판
로리, https://bookthumb-phinf.pstatic.net/cover/107/700/10770025.jpg?type=m1&udate=20170511,똑게육아 올인원 =똑똑하고 게으르게 /Smart&lazy motherhood consulting,598,9788956013404,37,2016, 무한
김주연, http://image.aladin.co.kr/product/5520/62/cover/8952772970_1.jpg,(편식 걱정 없이 혼자서도 잘 먹는) 유아 식판식,594,9788952772978,358,2015, 지식너머
마르쿠스피스터.그림, http://image.aladin.co.kr/product/5/16/cover/8972590630_2.jpg,무지개 물고기,853,9788972590637,849,1994, 시공사
김수연, https://bookthumb-phinf.pstatic.net/cover/096/492/09649224.jpg?type=m1&udate=20180718,0~5세 말걸기 육아의 힘,598,9791186117347,419,2015, 위즈덤하우스
유수진, http://image.aladin.co.kr/product/5720/88/cover/8984074837_1.jpg,부자언니 부자특강,327,9788984074835,1229,2015, 세종서적
김영진, http://image.aladin.co.kr/product/5566/9/cover/895582324x_1.jpg,아빠는 회사에서 내 생각 해?,813,9788955823240,1053,2015, 길벗어린이
이억배, https://bookthumb-phinf.pstatic.net/cover/001/803/00180381.jpg?type=m1&udate=20140407,솔이의 추석 이야기,813,9788986621198,920,2011, 길벗어린이
김영탁, https://bookthumb-phinf.pstatic.net/cover/134/460/13446027.jpg?type=m1&udate=20180322,곰탕,813,9788950973766,1911,2018, Arte(아르테)
밀리카, http://image.aladin.co.kr/product/13364/15/cover/k152532000_1.jpg,마음을 다해 대충 하는 미니멀 라이프,591,9791186389133,1126,2018, 나는북
맘마미아, https://bookthumb-phinf.pstatic.net/cover/096/747/09674722.jpg?type=m1&udate=20180213,맘마미아 월급재테크 실천법,327,9791186647011,875,2015, 진서원
이지영, http://image.aladin.co.kr/product/8220/18/cover/k392434757_1.jpg,엄마의 돈 공부 - 나를 잃고 싶지 않아 처음 시작한,0,9791130608105,1390,2016, 다산3.0
미카포사, https://image.aladin.co.kr/product/12050/44/cover/k812531143_1.jpg,프랑스인의 방에는 쓰레기통이 없다!,595,9791185676432,52,2017, Willstyle(윌스타일)
권정생, http://image.aladin.co.kr/product/213/52/cover/8989646480_1.jpg,엄마 까투리,813,9788989646488,1196,2008, 낮은산
이항선, http://image.aladin.co.kr/product/716/73/cover/8930202438_1.jpg,Why? 공룡,457,9788930202435,967,2011, 예림당
롭무어, http://image.aladin.co.kr/product/15652/85/cover/k212533034_1.jpg,레버리지,327,9791130612249,1075,2017, 다산북스
김영철, http://image.aladin.co.kr/product/12441/28/cover/k192531656_3.jpg,(한마디를 해도 통하는 김영철·타일러의) 진짜 미국식 영어,747,9791162201510,990,2017, 위즈덤하우스
프란치스카비어만, http://image.aladin.co.kr/product/15652/86/cover/k232533034_1.jpg,책 먹는 여우,853,9788934908067,1308,2001, 김영사
이신애, http://image.aladin.co.kr/product/3256/64/cover/892555142x_1.jpg,(잠수네 아이들의) 소문난 영어공부법,740,9788925551425,891,2013, 알에이치코리아
손경이, http://image.aladin.co.kr/product/13821/88/cover/k002532125_1.jpg,(당황하지 않고 웃으면서) 아들 성교육 하는 법,598,9791130616322,1411,2018, 다산북스
선혜림, https://bookthumb-phinf.pstatic.net/cover/112/136/11213605.jpg?type=m1&udate=20180331,처음 시작하는 미니멀 라이프,595,9791187512066,221,2016, Angle Books(앵글북스)
권윤덕, http://image.aladin.co.kr/product/4/73/cover/898662110x_1.gif,만희네 집,813,9788986621105,1109,2006, 길벗어린이
정재승, https://image.aladin.co.kr/product/15072/28/cover/k072533160_1.jpg,열두 발자국,404,9791160560510,3484,2018, 어크로스
엠제이드마코, http://image.aladin.co.kr/product/12926/54/cover/k702532384_1.jpg,언스크립티드,325,9791187444213,1436,2018, 토트
헤티판더레이트, https://bookthumb-phinf.pstatic.net/cover/026/819/02681978.jpg?type=m1&udate=20160611,"엄마, 나는 자라고 있어요",598,9788937831652,361,2007, 대한교과서
마스다미리, https://image.aladin.co.kr/product/12470/51/cover/k572532968_4.jpg,오늘의 인생,0,9791188451074,882,2017, 이봄
박미현, http://image.aladin.co.kr/product/10590/61/cover/k292530537_1.jpg,날마다 미니멀 라이프,595,9791155784464,285,2017, 조선뉴스프레스
이신애, http://image.aladin.co.kr/product/2107/59/cover/8925548771_1.jpg,(잠수네 아이들의) 소문난 교육로드맵,373,9788925548777,886,2013, 알에이치코리아
김수연, https://bookthumb-phinf.pstatic.net/cover/134/531/13453103.jpg?type=m1&udate=20180627,(0세부터 시작하는) 감정조절 훈육법,598,9788968331718,24,2018, 백도씨
최민준, http://image.aladin.co.kr/product/9029/34/cover/8952234650_1.jpg,아들 때문에 미쳐버릴 것 같은 엄마들에게,598,9788952234650,23,2016, 살림출판사
이임숙, http://image.aladin.co.kr/product/11024/78/cover/k362531077_2.jpg,따뜻하고 단단한 훈육,598,9791185952826,17,2017, 카시오페아
고영성, http://image.aladin.co.kr/product/12533/19/cover/k682532360_1.jpg,일취월장,325,9791129429506,1319,2017, 로크미디어
장수연, https://image.aladin.co.kr/product/12355/91/cover/k232531350_1.jpg,처음부터 엄마는 아니었어,818,9791160560329,220,2017, 어크로스
베로니카로스, https://bookthumb-phinf.pstatic.net/cover/073/256/07325699.jpg?type=m1&udate=20151210,(진짜 진짜 재밌는) 공룡 그림책,457,9788994545714,60,2013, 부즈펌
경혜원, http://image.aladin.co.kr/product/10648/23/cover/8970949631_1.jpg,공룡 엑스레이,0,9788970949635,1007,2017, 한림출판사
도미니크로로, http://image.aladin.co.kr/product/1899/77/cover/8955616473_1.jpg,심플하게 산다,864,9788955616477,884,2012, 바다출판사
트롤, http://image.aladin.co.kr/product/5690/55/cover/8959761656_2.jpg,엉덩이 탐정,0,9788959761654,1129,2015, 문학수첩 리틀북
이신애, https://image.aladin.co.kr/product/12033/41/cover/8925562537_1.jpg,"잠수네 초등 5, 6학년 공부법",375,9788925562537,967,2017, RHK(알에이치코리아)
정재승, http://image.aladin.co.kr/product/1214/18/cover/8996588733_2.jpg,(정재승의) 과학콘서트,404,9788996588733,1346,2011, 어크로스
조정래, https://bookthumb-phinf.pstatic.net/cover/107/702/10770203.jpg?type=m1&udate=20160630,풀꽃도 꽃이다,813,9788965745624,1162,2016, 해냄
임은하, https://bookthumb-phinf.pstatic.net/cover/124/713/12471319.jpg?type=m1&udate=20180710,복제인간 윤봉구 - 2017년 제5회 스토리킹 수상작,0,9788949124353,1260,2017, 비룡소
강성태, https://bookthumb-phinf.pstatic.net/cover/112/425/11242565.jpg?type=m1&udate=20180118,강성태 66일 공부법 - 어떤 시험도 단박에 성적을 올리는 고효율 공부 습관,0,9791130610283,1336,2016, 다산4.0
윤태호, https://bookthumb-phinf.pstatic.net/cover/069/868/06986852.jpg?type=m1&udate=20130129,미생,810,9788960865594,1382,2018, 위즈덤하우스 미디어그룹
정은궐, https://bookthumb-phinf.pstatic.net/cover/113/327/11332705.jpg?type=m1&udate=20161123,홍천기,813,9788963713656,1120,2016, 파란미디어
이신애, http://image.aladin.co.kr/product/7537/38/cover/8925558459_3.jpg,"잠수네 초등 3, 4학년 공부법",375,9788925558455,1046,2016, RHK(알에이치코리아)
설민석, https://bookthumb-phinf.pstatic.net/cover/134/447/13444720.jpg?type=m1&udate=20180326,(설민석의) 한국사 대모험,911,9791188874088,2388,0, 휴먼큐브
로이스로리, https://bookthumb-phinf.pstatic.net/cover/029/204/02920418.jpg?type=m1&udate=20160421,기억 전달자,843,9788949120744,1256,2007, 비룡소
책먹는여우와프란치스카비어만, http://image.aladin.co.kr/product/11256/82/cover/8934978384_1.jpg,잭키 마론과 악당 황금손,853,9788934978381,1330,2017, 김영사
이영서, http://image.aladin.co.kr/product/305/6/cover/8954607349_2.jpg,책과 노니는 집,813,9788954607346,53,2009, 문학동네
곰돌이co., https://bookthumb-phinf.pstatic.net/cover/071/000/07100000.jpg?type=m1&udate=20121212,내일은 실험왕,400,9788937884054,1277,0, 미래엔
미하엘엔데, http://image.aladin.co.kr/product/19/10/cover/8949190028_2.jpg,모모,853,9788949190020,1256,1999, 비룡소
시시벨, http://image.aladin.co.kr/product/8741/81/cover/896546238x_1.jpg,"엘 데포 - 특별한 아이와 진실한 친구 이야기, 2015 뉴베리 명예상 수상작",0,9788965462385,1158,2016, 밝은미래
곰돌이co., http://image.aladin.co.kr/product/5200/61/cover/8937884836_1.jpg,내일은 실험왕,400,9788937884832,1365,0, 미래엔
곰돌이co., https://bookthumb-phinf.pstatic.net/cover/072/497/07249779.jpg?type=m1&udate=20171229,내일은 실험왕,400,9788937884078,1299,0, 미래엔
곰돌이co., http://image.aladin.co.kr/product/3995/26/cover/8937884801_1.jpg,내일은 실험왕,400,9788937884801,1348,0, 미래엔
<어쩌다어른>제작팀, https://image.aladin.co.kr/product/11783/11/cover/k742531124_1.jpg,어쩌다 어른,41,9791159096174,931,2017, 교보문고
이우일, http://image.aladin.co.kr/product/1647/59/cover/8964355210_1.jpg,용선생의 시끌벅적 한국사,911,9788964355213,1076,2012, 사회평론
곰돌이co., https://bookthumb-phinf.pstatic.net/cover/069/985/06998580.jpg?type=m1&udate=20120904,내일은 실험왕,400,9788937884047,1248,0, 미래엔
곰돌이co., https://bookthumb-phinf.pstatic.net/cover/071/776/07177692.jpg?type=m1&udate=20130401,내일은 실험왕,400,9788937884061,1278,0, 미래엔
김제동, https://bookthumb-phinf.pstatic.net/cover/137/601/13760156.jpg?type=m1&udate=20180702,그럴 때 있으시죠?,818,9791195906802,1052,2016, 나무의마음
제프키니, https://bookthumb-phinf.pstatic.net/cover/112/970/11297011.jpg?type=m1&udate=20171229,윔피 키드,843,9788937847004,1239,0, 미래엔
곰돌이co., https://bookthumb-phinf.pstatic.net/cover/073/279/07327988.jpg?type=m1&udate=20171229,내일은 실험왕,400,9788937884085,1318,0, 미래엔
정은궐, http://image.aladin.co.kr/product/9740/65/cover/8963713660_1.jpg,홍천기,813,9788963713663,1035,2016, 파란미디어
김영하, https://bookthumb-phinf.pstatic.net/cover/068/279/06827973.jpg?type=m1&udate=20180314,너의 목소리가 들려,813,9788954617628,1342,2012, 문학동네
송도수, http://image.aladin.co.kr/product/4910/3/cover/892639798x_1.jpg,(코믹 메이플스토리) 수학도둑,410,9788926397985,1383,0, 서울문화사
정상민, http://image.aladin.co.kr/product/9869/38/cover/896435916x_1.jpg,용선생 만화 한국사,911,9788964359167,1223,0, 사회평론
송도수, https://bookthumb-phinf.pstatic.net/cover/073/116/07311653.jpg?type=m1&udate=20150717,(코믹 메이플스토리) 수학도둑,410,9788926395578,1358,0, 서울문화사
송도수, http://image.aladin.co.kr/product/3315/37/cover/8926395596_1.jpg,(코믹 메이플스토리) 수학도둑,410,9788926395592,1366,0, 서울문화사
조정래, https://bookthumb-phinf.pstatic.net/cover/072/420/07242057.jpg?type=m1&udate=20180314,정글만리,813,9788965744030,1143,2013, 해냄출판사
조정래, https://bookthumb-phinf.pstatic.net/cover/072/420/07242058.jpg?type=m1&udate=20180314,정글만리,813,9788965744047,1091,2013, 해냄출판사
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/712/02671294.jpg?type=m1&udate=20171011,(趙廷來 大河小說) 太白山脈,813,9788973377947,1373,2007, 해냄출판사
김진명, https://bookthumb-phinf.pstatic.net/cover/093/428/09342840.jpg?type=m1&udate=20170803,글자전쟁,813,9791186340691,1044,2015, 새움
김훈, http://image.aladin.co.kr/product/10060/59/cover/896574587x_1.jpg,공터에서,813,9788965745877,15,2017, 해냄
김형석, http://image.aladin.co.kr/product/8815/84/cover/k122535990_1.jpg,백년을 살아보니,199,9791185716435,1153,2016, 알피코프
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/712/02671295.jpg?type=m1&udate=20100209,(趙廷來 大河小說) 太白山脈,813,9788973377954,1042,2007, 해냄출판사
류시화, http://image.aladin.co.kr/product/10222/18/cover/k202536889_1.jpg,새는 날아가면서 뒤돌아보지 않는다,814,9791186900222,982,2017, 더숲
김진명, https://bookthumb-phinf.pstatic.net/cover/064/679/06467903.jpg?type=m1&udate=20120405,고구려,813,9788993964264,1060,0, 새움출판사
해리덴트, https://bookthumb-phinf.pstatic.net/cover/124/845/12484552.jpg?type=m1&udate=20171230,2019 부의 대절벽,327,9788935211777,955,2017, 청림출판
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671320.jpg?type=m1&udate=20100414,한강,813,9788973378319,877,2007, 해냄출판사
김훈, http://image.aladin.co.kr/product/6690/47/cover/8954637779_2.jpg,라면을 끓이며,814,9788954637770,264,2015, 문학동네
김진명, https://bookthumb-phinf.pstatic.net/cover/111/918/11191881.jpg?type=m1&udate=20180331,고구려,813,9791187192244,910,0, 새움출판사
김진명, http://image.aladin.co.kr/product/4433/31/cover/899396484x_2.jpg,싸드 =김진명 장편소설 /Thaad,813,9788993964844,38,2014, 새움
공지영, https://image.aladin.co.kr/product/15762/73/cover/8965746620_1.jpg,해리,813,9788965746621,2891,2018, 해냄
김진명, https://bookthumb-phinf.pstatic.net/cover/064/679/06467942.jpg?type=m1&udate=20110215,고구려,813,9788993964271,948,0, 새움출판사
김진명, https://bookthumb-phinf.pstatic.net/cover/072/093/07209325.jpg?type=m1&udate=20170607,고구려,813,9788993964585,909,0, 새움출판사
공지영, https://image.aladin.co.kr/product/15762/65/cover/8965746612_1.jpg,해리,813,9788965746614,3093,2018, 해냄
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/712/02671296.jpg?type=m1&udate=20100209,(趙廷來 大河小說) 太白山脈,813,9788973377961,68,2007, 해냄출판사
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671307.jpg?type=m1&udate=20100414,(趙廷來 大河小說) 아리랑,813,9788973378050,928,2007, 해냄출판사
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671321.jpg?type=m1&udate=20100414,한강,813,9788973378326,22,2007, 해냄출판사
태영호, http://image.aladin.co.kr/product/14577/28/cover/8965236509_1.jpg,3층 서기실의 암호,340,9788965236504,1440,2018, 기파랑
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/712/02671297.jpg?type=m1&udate=20100209,(趙廷來 大河小說) 太白山脈,813,9788973377978,60,2007, 해냄출판사
김진명, https://bookthumb-phinf.pstatic.net/cover/064/679/06467941.jpg?type=m1&udate=20150715,고구려,813,9788993964288,16,0, 새움출판사
김진명, https://bookthumb-phinf.pstatic.net/cover/067/693/06769330.jpg?type=m1&udate=20160713,고구려,813,9788993964349,17,0, 새움출판사
이해인, http://image.aladin.co.kr/product/12482/13/cover/8946420766_2.jpg,(기다리는) 행복,814,9788946420762,137,2017, 샘터
KBS<명견만리>제작팀, http://image.aladin.co.kr/product/8468/10/cover/k362535362_3.jpg,명견만리,331,9791186560167,928,2016, 인플루엔셜
김성종, http://image.aladin.co.kr/product/10189/90/cover/k002536675_1.jpg,계엄령의 밤,813,9791187192312,131,2017, 새움
애나메리로버트슨모지스, https://image.aladin.co.kr/product/12540/78/cover/k482532464_1.jpg,인생에서 너무 늦은 때란 없습니다,650,9791187498186,884,2017, 수오서재
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671308.jpg?type=m1&udate=20100414,(趙廷來 大河小說) 아리랑,813,9788973378067,63,2007, 해냄출판사
유홍준, https://bookthumb-phinf.pstatic.net/cover/123/189/12318952.jpg?type=m1&udate=20170811,나의 문화유산답사기,981,9788936474393,263,0, 창비
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/712/02671299.jpg?type=m1&udate=20100209,(趙廷來 大河小說) 太白山脈,813,9788973377985,61,2007, 해냄출판사
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671322.jpg?type=m1&udate=20100414,한강,813,9788973378333,20,2007, 해냄출판사
유홍준, https://bookthumb-phinf.pstatic.net/cover/123/189/12318953.jpg?type=m1&udate=20170811,나의 문화유산답사기,981,9788936474409,15,0, 창비
유현준, http://image.aladin.co.kr/product/14799/66/cover/8932473803_1.jpg,어디서 살 것인가,540,9788932473802,2351,2018, 을유문화사
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671301.jpg?type=m1&udate=20100209,(趙廷來 大河小說) 太白山脈,813,9788973378005,18,2007, 해냄출판사
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671300.jpg?type=m1&udate=20100209,(趙廷來 大河小說) 太白山脈,813,9788973377992,17,2007, 해냄출판사
조한경, https://image.aladin.co.kr/product/12240/46/cover/8967441797_1.jpg,환자 혁명,517,9788967441791,1006,2017, 에디터
박웅현, http://image.aladin.co.kr/product/8465/71/cover/8956056609_3.jpg,"다시, 책은 도끼다",1,9788956056609,1010,2016, 북하우스 퍼블리셔스
신영복, https://bookthumb-phinf.pstatic.net/cover/089/430/08943037.jpg?type=m1&udate=20171111,담론,199,9788971996676,225,2015, 돌베개
법륜, https://bookthumb-phinf.pstatic.net/cover/073/063/07306339.jpg?type=m1&udate=20180724,인생 수업,199,9788984317413,951,2013, 한겨레출판
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671323.jpg?type=m1&udate=20100414,한강,813,9788973378340,19,2007, 해냄출판사
한강, https://bookthumb-phinf.pstatic.net/cover/062/425/06242590.jpg?type=m1&udate=20161201,"바람이 분다, 가라",813,9788932020006,35,2010, 문학과지성사
김혜남, http://image.aladin.co.kr/product/13193/88/cover/k272532493_1.jpg,당신과 나 사이,189,9791196067632,919,2018, 메이븐
김승섭, https://image.aladin.co.kr/product/11765/13/cover/s132532088_1.jpg,아픔이 길이 되려면,334,9788962621952,1296,2017, 동아시아
메이브빈치, http://image.aladin.co.kr/product/12866/44/cover/8954649890_1.jpg,그 겨울의 일주일,843,9788954649896,250,2018, 문학동네
와타나베준이치, http://image.aladin.co.kr/product/14087/65/cover/k622532034_1.jpg,나는 둔감하게 살기로 했다,189,9791130616636,1253,2018, 다산북스
요네스뵈, http://image.aladin.co.kr/product/12771/99/cover/8934979704_1.jpg,팬텀,859,9788934979708,121,2017, 김영사
김영하, https://bookthumb-phinf.pstatic.net/cover/081/018/08101880.jpg?type=m1&udate=20180314,보다,814,9788954625470,1410,2014, 문학동네
박경리, http://image.aladin.co.kr/product/1889/81/cover/896053241x_1.jpg,토지,813,9788960532410,1149,2012, 마로니에북스
마크E.윌리엄스, http://image.aladin.co.kr/product/12782/81/cover/8932318794_1.jpg,늙어감의 기술,511,9788932318790,32,2017, 현암사
김학렬, https://image.aladin.co.kr/product/11987/21/cover/8925562480_2.jpg,서울 부동산의 미래,327,9788925562483,318,2017, RHK(알에이치코리아)
가즈오이시구로, http://image.aladin.co.kr/product/785/99/cover/893749034x_1.jpg,남아 있는 나날,843,9788937490347,96,2010, 민음사
박완서, https://bookthumb-phinf.pstatic.net/cover/072/956/07295673.jpg?type=m1&udate=20170802,노란집,814,9788970637778,15,2013, 열림원
박범신, https://bookthumb-phinf.pstatic.net/cover/071/802/07180299.jpg?type=m1&udate=20170113,소금,813,9788984316904,88,2013, 한겨레출판
김진명, http://image.aladin.co.kr/product/367/21/cover/8988537017_2.jpg,천년의 금서,813,9788988537015,28,2009, 새움출판사
崔明姬, https://bookthumb-phinf.pstatic.net/cover/060/485/06048537.jpg?type=m1&udate=20150311,혼불,813,9788993607017,14,2009, 매안
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671309.jpg?type=m1&udate=20100414,(趙廷來 大河小說) 아리랑,813,9788973378074,34,2007, 해냄출판사
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671324.jpg?type=m1&udate=20100414,한강,813,9788973378357,18,2007, 해냄출판사
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671302.jpg?type=m1&udate=20100209,(趙廷來 大河小說) 太白山脈,813,9788973378012,21,2007, 해냄출판사
히가시노게이고, https://bookthumb-phinf.pstatic.net/cover/111/024/11102475.jpg?type=m1&udate=20170610,천공의 벌,833,9788990982667,1052,2016, 재인
김훈, http://image.aladin.co.kr/product/90/61/cover/8956250596_2.jpg,남한산성,813,9788956250595,31,2007, 학고재
김영하, https://bookthumb-phinf.pstatic.net/cover/097/703/09770311.jpg?type=m1&udate=20180619,읽다,814,9788954638401,1392,2015, 문학동네
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671305.jpg?type=m1&udate=20100209,(趙廷來 大河小說) 太白山脈,813,9788973378036,25,2007, 해냄출판사
롤프도벨리, http://image.aladin.co.kr/product/12848/56/cover/k182532081_2.jpg,불행 피하기 기술,199,9791186560617,91,2018, 인플루엔셜(Influential)
공지영, https://bookthumb-phinf.pstatic.net/cover/112/106/11210629.jpg?type=m1&udate=20170807,시인의 밥상,814,9791160400175,85,2016, 한겨레출판
법륜,,(법륜 스님의) 행복,199,9791195906833,28,2017, 나무의마음
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671304.jpg?type=m1&udate=20100209,(趙廷來 大河小說) 太白山脈,813,9788973378029,24,2007, 해냄출판사
김영하, http://image.aladin.co.kr/product/5375/90/cover/6000820065_1.jpg,말하다,814,9788954635356,1380,2015, 문학동네
이외수, http://image.aladin.co.kr/product/10970/93/cover/8965746205_1.jpg,보복대행전문주식회사,813,9788965746201,88,2017, 해냄
류시화, http://image.aladin.co.kr/product/12846/27/cover/k392532080_1.jpg,시로 납치하다,811,9791186900420,114,2018, 더숲
법륜, http://image.aladin.co.kr/product/772/31/cover/898431420x_1.jpg,스님의 주례사,591,9788984314207,25,2010, 한겨레출판
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671325.jpg?type=m1&udate=20100414,한강,813,9788973378364,21,2007, 해냄출판사
니시나카쓰토무, https://image.aladin.co.kr/product/11944/28/cover/k172531235_1.jpg,운을 읽는 변호사 - 1만 명 의뢰인의 삶을 분석한 결과,0,9791186116173,44,2017, 알투스
김민규, https://bookthumb-phinf.pstatic.net/cover/122/844/12284473.jpg?type=m1&udate=20180411,(돈이 없을수록) 서울의 아파트를 사라,327,9788960863910,250,2017, 위즈덤하우스
강헌, http://image.aladin.co.kr/product/7189/0/cover/8971997044_1.jpg,명리,188,9788971997048,17,2015, 돌베개
유홍준, http://image.aladin.co.kr/product/14223/92/cover/8936475606_1.jpg,추사 김정희,640,9788936475604,127,2018, 창비
신영복, http://image.aladin.co.kr/product/0/45/cover/8971991062_1.jpg,감옥으로부터의 사색,816,9788971991060,81,1998, 돌베개
신현강, http://image.aladin.co.kr/product/11048/80/cover/k652531270_1.jpg,부동산 투자 이렇게 쉬웠어?,327,9791187799030,17,2017, 지혜로
나이토요시히토, http://image.aladin.co.kr/product/13625/66/cover/8970656251_1.jpg,만만하게 보이지 않는 대화법,189,9788970656250,1534,2018, 홍익출판사
가즈오이시구로, https://bookthumb-phinf.pstatic.net/cover/061/837/06183733.jpg?type=m1&udate=20110328,나를 보내지 마,843,9788937490033,259,2009, 민음사
채상욱, http://image.aladin.co.kr/product/11013/20/cover/8960863653_1.jpg,(부동산 애널리스트가 알려주는) 돈 되는 아파트 돈 안 되는 아파트,327,9788960863651,893,2017, 위즈덤하우스
요네스뵈, http://image.aladin.co.kr/product/14127/91/cover/893498094x_1.jpg,리디머,859,9788934980940,46,2018, 김영사
김진명, http://image.aladin.co.kr/product/633/2/cover/8993964149_2.jpg,1026,813,9788993964141,118,2010, 새움출판사
빅터프랭클, http://image.aladin.co.kr/product/57/96/cover/8936803263_3.jpg,죽음의 수용소에서,186,9788936803261,1103,2005, 청아출판사
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671326.jpg?type=m1&udate=20100414,한강,813,9788973378371,28,2007, 해냄출판사
趙廷來, https://bookthumb-phinf.pstatic.net/cover/026/713/02671327.jpg?type=m1&udate=20091215,한강,813,9788973378388,23,2007, 해냄출판사
김진명, http://image.aladin.co.kr/product/2045/5/cover/8993964475_2.jpg,삼성 컨스피러시,813,9788993964479,106,2012, 새움출판사
이외수, http://image.aladin.co.kr/product/10970/94/cover/8965746213_1.jpg,보복대행전문주식회사,813,9788965746218,89,2017, 해냄
데이비드발다치, https://image.aladin.co.kr/product/12198/20/cover/k122531444_1.jpg,괴물이라 불린 남자,843,9791158790745,38,2017, 더난콘텐츠그룹
이덕무, http://image.aladin.co.kr/product/12985/30/cover/k292532799_1.jpg,문장의 온도,810,9791130615561,109,2018, 다산북스
강신주, http://image.aladin.co.kr/product/3298/13/cover/8937488353_2.jpg,(강신주의) 감정수업,181,9788937488351,19,2013, 민음사
김주영, http://image.aladin.co.kr/product/2545/13/cover/8954621082_2.jpg,객주,813,9788954621083,95,2013, 문학동네
